dataset	model_key	family	layer_index	layer_name	triplet_score	slice_count	raw_value_mean	dataset_rank	dataset_rank_int
PieAPP	fastvit_sa12	FastViT	3	feature_map_003	0.731996353691887	2	0.5903205128205131	52.0	52
PieAPP	fastvit_sa24	FastViT	1	feature_map_001	0.6007292616226071	2	0.5864560439560442	63.0	63
PieAPP	fastvit_sa36	FastViT	3	feature_map_003	0.4865542388331814	2	0.5823626373626376	68.0	68
PieAPP	fastvit_t12	FastViT	0	feature_map_000	0.6777575205104831	2	0.5887454212454215	61.0	61
PieAPP	fastvit_t8	FastViT	3	feature_map_003	0.9412032816773017	2	0.600357142857143	15.5	16
PieAPP	fastvithd_05b	FastViTHD	44	image_embeddings	1.0	2	0.6273443223443227	1.0	1
PieAPP	fastvithd_15b	FastViTHD	44	image_embeddings	0.9968094804010939	2	0.6228205128205131	2.0	2
PieAPP	fastvithd_7b	FastViTHD	43	block_043	0.9927073837739289	2	0.6188186813186815	3.0	3
PieAPP	ijepa_vith14	I-JEPA	6	hidden_state_006	0.987693710118505	2	0.6127014652014655	4.0	4
PieAPP	internvit_300m	InternViT	3	hidden_state_003	0.8691886964448496	2	0.595059523809524	31.0	31
PieAPP	internvit_300m_v25	InternViT	3	hidden_state_003	0.8441203281677302	2	0.5936538461538463	36.0	36
PieAPP	internvit_6b_v25	InternViT	45	hidden_state_045	0.49270738377392886	2	0.5825824175824178	67.0	67
PieAPP	resnet101	ResNet	2	hidden_state_002	0.7310847766636281	2	0.5905036630036633	53.0	53
PieAPP	resnet152	ResNet	2	hidden_state_002	0.6367365542388332	2	0.5875320512820515	62.0	62
PieAPP	resnet18	ResNet	4	hidden_state_004	0.9131722880583409	2	0.5977289377289381	24.0	24
PieAPP	resnet34	ResNet	3	hidden_state_003	0.8420692798541477	2	0.5939652014652017	37.0	37
PieAPP	resnet50	ResNet	4	hidden_state_004	0.7980856882406564	2	0.5923626373626376	47.0	47
PieAPP	resnext101_32x8d	ResNeXt	3	feature_map_003	0.7484047402005469	2	0.5909661172161176	50.0	50
PieAPP	resnext50_32x4d	ResNeXt	1	feature_map_001	0.8644029170464904	2	0.5946108058608062	33.0	33
PieAPP	siglip2_base	SigLIP2	2	image_embeds_l2	0.7060164083865086	2	0.5896978021978025	56.0	56
PieAPP	siglip2_base_naflex	SigLIP2	2	image_embeds_l2	0.9535095715587967	2	0.6027197802197803	10.0	10
PieAPP	siglip2_large	SigLIP2	2	image_embeds_l2	0.9320875113947129	2	0.5989468864468867	19.0	19
PieAPP	siglip2_so400m	SigLIP2	1	pooler_output	0.683682771194166	2	0.5889560439560442	59.0	59
PieAPP	siglip2_so400m_naflex	SigLIP2	2	image_embeds_l2	0.818824065633546	2	0.5928937728937731	42.0	42
PieAPP	siglip_base	SigLIP	12	hidden_state_012	0.9293527803099362	2	0.5989926739926741	21.0	21
PieAPP	siglip_large	SigLIP	12	hidden_state_012	0.8172288058340931	2	0.5928571428571432	44.0	44
PieAPP	siglip_so400m	SigLIP	29	image_embeds_l2	0.822926162260711	2	0.5929487179487181	41.0	41
PieAPP	swin_base	Swin	2	hidden_state_002	0.5068368277119417	2	0.5829761904761908	65.0	65
PieAPP	swin_large	Swin	2	hidden_state_002	0.5015952597994531	2	0.582875457875458	66.0	66
PieAPP	swin_small	Swin	2	hidden_state_002	0.680264357338195	2	0.5889010989010992	60.0	60
PieAPP	swin_tiny	Swin	2	hidden_state_002	0.6916590701914311	2	0.5892216117216119	58.0	58
PieAPP	swinv2_base	SwinV2	2	hidden_state_002	0.41157702825888787	2	0.5793223443223445	72.0	72
PieAPP	swinv2_large	SwinV2	2	hidden_state_002	0.2684594348222425	2	0.5735439560439564	75.0	75
PieAPP	swinv2_small	SwinV2	2	hidden_state_002	0.402461257976299	2	0.5790842490842494	73.0	73
PieAPP	swinv2_tiny	SwinV2	2	hidden_state_002	0.4402917046490428	2	0.5806318681318683	71.0	71
PieAPP	vgg11	VGG	5	feature_map_005	0.9494074749316317	2	0.6028296703296705	13.0	13
PieAPP	vgg11_bn	VGG	4	feature_map_004	0.8176845943482225	2	0.5959065934065937	43.0	43
PieAPP	vgg13	VGG	3	feature_map_003	0.8835460346399271	2	0.5959157509157512	28.0	28
PieAPP	vgg13_bn	VGG	4	feature_map_004	0.8561987237921604	2	0.596758241758242	34.0	34
PieAPP	vgg16	VGG	4	feature_map_004	0.9298085688240656	2	0.6010851648351652	20.0	20
PieAPP	vgg16_bn	VGG	5	feature_map_005	0.8247493163172288	2	0.5961721611721614	39.0	39
PieAPP	vgg19	VGG	5	feature_map_005	0.8805834092980858	2	0.597692307692308	29.0	29
PieAPP	vgg19_bn	VGG	5	feature_map_005	0.9147675478577939	2	0.5999450549450551	22.0	22
PieAPP	vit_base	ViT	2	hidden_state_002	0.9407474931631723	2	0.6004258241758245	17.0	17
PieAPP	vit_huge	ViT	3	hidden_state_003	0.9849589790337283	2	0.6113369963369966	5.0	5
PieAPP	vit_large	ViT	2	hidden_state_002	0.9635369188696445	2	0.6058012820512823	8.0	8
PieAPP	vit_mae_base	MAE	11	hidden_state_011	0.9038286235186873	2	0.5967582417582421	26.0	26
PieAPP	vit_mae_huge	MAE	22	hidden_state_022	0.935278030993619	2	0.5992628205128208	18.0	18
PieAPP	vit_mae_large	MAE	20	hidden_state_020	0.8062898814949863	2	0.5924771062271066	46.0	46
PieAPP	vit_small	ViT	2	block_002	0.9535095715587967	2	0.6027060439560443	10.0	11
PieAPP	vit_tiny	ViT	1	block_001	0.9790337283500457	2	0.6092490842490845	6.0	6
SPAQ	clip_vit_b16	CLIP	4	hidden_state_004	0.8941120607787274	2	0.6133153395751278	19.0	19
SPAQ	clip_vit_b32	CLIP	4	hidden_state_004	0.9415954415954416	2	0.6225809817868178	11.0	11
SPAQ	clip_vit_l14	CLIP	16	hidden_state_016	0.9919278252611586	2	0.6397459075183867	3.0	3
SPAQ	clip_vit_l14_336	CLIP	16	hidden_state_016	0.9981006647673314	2	0.649684711563565	2.0	2
SPAQ	convnext_base	ConvNeXt	1	hidden_state_001	0.6490978157644824	2	0.5873165166604339	42.0	42
SPAQ	convnext_large	ConvNeXt	1	hidden_state_001	0.4757834757834758	2	0.56874821647684	65.0	65
SPAQ	convnext_small	ConvNeXt	2	hidden_state_002	0.6381766381766382	2	0.585919755381759	45.0	45
SPAQ	convnext_tiny	ConvNeXt	1	hidden_state_001	0.49620132953466284	2	0.5706788318815874	63.0	63
SPAQ	dino_vitb16	DINO	6	hidden_state_006	0.4069325735992403	2	0.56231484056033	70.0	70
SPAQ	dino_vitb8	DINO	5	hidden_state_005	0.5997150997150997	2	0.5809152202757755	49.0	49
SPAQ	dino_vits16	DINO	7	hidden_state_007	0.44349477682811017	2	0.5658965950387851	68.0	68
SPAQ	dino_vits8	DINO	6	hidden_state_006	0.533713200379867	2	0.5742103575275325	57.0	57
SPAQ	dinov2_base	DINOv2	5	hidden_state_005	0.9710351377018043	2	0.6300899487898844	7.0	7
SPAQ	dinov2_giant	DINOv2	17	hidden_state_017	0.9197530864197532	2	0.6176129645816992	14.0	14
SPAQ	dinov2_large	DINOv2	12	hidden_state_012	0.9349477682811016	2	0.6211079963921532	12.0	12
SPAQ	dinov2_small	DINOv2	7	hidden_state_007	0.9672364672364673	2	0.6291855864328801	8.0	8
SPAQ	dinov3_vitb16	DINOv3	0	block_000	0.6970560303893638	2	0.592698374022295	35.0	35
SPAQ	dinov3_vith16plus	DINOv3	11	block_011	0.7283950617283951	2	0.5963806777567973	32.0	32
SPAQ	dinov3_vitl16	DINOv3	9	block_009	0.6305792972459638	2	0.5846698652684528	46.0	46
SPAQ	dinov3_vits16	DINOv3	1	block_001	0.5987654320987654	2	0.5812755409415282	51.0	51
SPAQ	dinov3_vits16plus	DINOv3	0	block_000	0.6847103513770181	2	0.5912733642349328	38.0	38
SPAQ	fastvit_ma36	FastViT	0	feature_map_000	0.9064577397910731	2	0.6149863101581123	16.0	16
SPAQ	fastvit_s12	FastViT	0	feature_map_000	0.7155745489078822	2	0.5953746324704083	33.0	33
SPAQ	fastvit_sa12	FastViT	1	feature_map_001	0.6951566951566952	2	0.5925721347635504	36.5	36
SPAQ	fastvit_sa24	FastViT	2	feature_map_002	0.9434947768281101	2	0.6233770447367435	10.0	10
SPAQ	fastvit_sa36	FastViT	0	feature_map_000	0.6657169990503324	2	0.5887411985640221	40.0	40
SPAQ	fastvit_t12	FastViT	0	feature_map_000	0.5992402659069326	2	0.580832064519879	50.0	50
SPAQ	fastvit_t8	FastViT	1	feature_map_001	0.4686609686609686	2	0.5685070341946219	66.0	66
SPAQ	fastvithd_05b	FastViTHD	25	block_025	0.9050332383665718	2	0.6145574293881606	17.0	17
SPAQ	fastvithd_15b	FastViTHD	23	block_023	0.913105413105413	2	0.6161798590714656	15.0	15
SPAQ	fastvithd_7b	FastViTHD	13	block_013	0.9036087369420702	2	0.6146545062003104	18.0	18
SPAQ	ijepa_vith14	I-JEPA	2	hidden_state_002	0.7478632478632479	2	0.5987567985797613	28.0	28
SPAQ	internvit_300m	InternViT	8	hidden_state_008	0.976258309591643	2	0.6319453182690972	5.5	5
SPAQ	internvit_300m_v25	InternViT	9	hidden_state_009	0.976258309591643	2	0.6323788320403572	5.5	6
SPAQ	internvit_6b_v25	InternViT	24	hidden_state_024	0.9895536562203229	2	0.6389673566661223	4.0	4
SPAQ	resnet101	ResNet	1	hidden_state_001	0.7402659069325737	2	0.5975841293752269	30.0	30
SPAQ	resnet152	ResNet	2	hidden_state_002	0.6842355175688509	2	0.5913568899320707	39.0	39
SPAQ	resnet18	ResNet	1	hidden_state_001	0.7697056030389364	2	0.6011559237154225	25.0	25
SPAQ	resnet34	ResNet	1	hidden_state_001	0.7388414055080721	2	0.597543217992049	31.0	31
SPAQ	resnet50	ResNet	2	hidden_state_002	0.7094017094017093	2	0.5944815451321491	34.0	34
SPAQ	resnext101_32x8d	ResNeXt	2	feature_map_002	0.8010446343779677	2	0.6045358004660913	22.0	22
SPAQ	resnext50_32x4d	ResNeXt	2	feature_map_002	0.751661918328585	2	0.5991012926771605	27.0	27
SPAQ	siglip2_base	SigLIP2	1	pooler_output	0.301994301994302	2	0.5533551883833958	72.0	72
SPAQ	siglip2_base_naflex	SigLIP2	1	pooler_output	0.2630579297245964	2	0.5484240897373078	73.0	73
SPAQ	siglip2_large	SigLIP2	1	pooler_output	0.45821462488129155	2	0.56699738504265	67.0	67
SPAQ	siglip2_so400m	SigLIP2	1	pooler_output	0.392687559354226	2	0.5616903765394576	71.0	71
SPAQ	siglip_base	SigLIP	1	hidden_state_001	0.9230769230769231	2	0.618417289889041	13.0	13
SPAQ	siglip_large	SigLIP	7	hidden_state_007	0.9501424501424501	2	0.6248096950887473	9.0	9
SPAQ	siglip_so400m	SigLIP	13	hidden_state_013	1.0	2	0.665852132447945	1.0	1
SPAQ	swin_base	Swin	2	hidden_state_002	0.4990503323836657	2	0.570967154732088	61.0	61
SPAQ	swin_large	Swin	1	hidden_state_001	0.5527065527065527	2	0.5757820344823308	56.0	56
SPAQ	swin_small	Swin	2	hidden_state_002	0.5218423551756886	2	0.5730824147546512	59.0	59
SPAQ	swin_tiny	Swin	2	hidden_state_002	0.5959164292497625	2	0.5805559160512477	52.0	52
SPAQ	swinv2_base	SwinV2	2	hidden_state_002	0.5242165242165242	2	0.5733060282452069	58.0	58
SPAQ	swinv2_large	SwinV2	2	hidden_state_002	0.4962013295346629	2	0.5705609097967004	62.0	62
SPAQ	swinv2_small	SwinV2	2	hidden_state_002	0.5607787274453941	2	0.5767251245795921	54.0	54
SPAQ	swinv2_tiny	SwinV2	2	hidden_state_002	0.5930674264007598	2	0.5804597983659175	53.0	53
SPAQ	vgg11	VGG	2	feature_map_002	0.6253561253561253	2	0.5836650023280952	48.0	48
SPAQ	vgg11_bn	VGG	2	feature_map_002	0.5018993352326686	2	0.571366933791519	60.0	60
SPAQ	vgg13	VGG	1	feature_map_001	0.6951566951566952	2	0.5925384692863926	36.5	37
SPAQ	vgg13_bn	VGG	1	feature_map_001	0.6424501424501424	2	0.5861568375617952	44.0	44
SPAQ	vgg16	VGG	1	feature_map_001	0.7578347578347578	2	0.5993025403504044	26.0	26
SPAQ	vgg16_bn	VGG	1	feature_map_001	0.6296296296296295	2	0.584530761622172	47.0	47
SPAQ	vgg19	VGG	1	feature_map_001	0.7431149097815765	2	0.5980865055918112	29.0	29
SPAQ	vgg19_bn	VGG	1	feature_map_001	0.6623931623931625	2	0.5885087403890659	41.0	41
SPAQ	vit_base	ViT	3	hidden_state_003	0.4862298195631529	2	0.5697651420757688	64.0	64
SPAQ	vit_huge	ViT	8	hidden_state_008	0.5593542260208927	2	0.5768864674654126	55.0	55
SPAQ	vit_large	ViT	11	hidden_state_011	0.40978157644824315	2	0.5627280432725246	69.0	69
SPAQ	vit_mae_base	MAE	3	hidden_state_003	0.6433998100664767	2	0.5859115355620066	43.0	43
SPAQ	vit_mae_huge	MAE	6	hidden_state_006	0.7882241215574549	2	0.6030204511408057	24.0	24
SPAQ	vit_mae_large	MAE	5	hidden_state_005	0.8494776828110162	2	0.6092072021539185	21.0	21
SPAQ	vit_small	ViT	4	block_004	0.878917378917379	2	0.6122184682312837	20.0	20
SPAQ	vit_tiny	ViT	3	block_003	0.8005698005698005	2	0.6045657491700418	23.0	23
TID2013	clip_vit_b16	CLIP	12	hidden_state_012	0.9635369188696445	2	0.6393106276408868	13.0	13
TID2013	clip_vit_b32	CLIP	15	image_embeds_l2	0.9102096627164995	2	0.6314878697241608	30.0	30
TID2013	clip_vit_l14	CLIP	27	image_embeds_l2	0.9535095715587967	2	0.6373786616341452	18.0	18
TID2013	clip_vit_l14_336	CLIP	27	image_embeds_l2	0.9762989972652689	2	0.6426544176992831	7.0	7
TID2013	convnext_base	ConvNeXt	4	hidden_state_004	0.6093892433910666	2	0.6024193728338794	62.0	62
TID2013	convnext_large	ConvNeXt	4	hidden_state_004	0.5382862351868734	2	0.5981888145088543	68.0	68
TID2013	convnext_small	ConvNeXt	4	hidden_state_004	0.5897903372835005	2	0.6010759625884252	65.0	65
TID2013	convnext_tiny	ConvNeXt	2	hidden_state_002	0.736098450319052	2	0.6135395124151355	52.0	52
TID2013	dino_vitb16	DINO	12	hidden_state_012	0.8236098450319052	2	0.6225781702511513	41.0	41
TID2013	dino_vitb8	DINO	12	hidden_state_012	0.7921604375569735	2	0.6197120780515597	44.0	44
TID2013	dino_vits16	DINO	12	hidden_state_012	0.8432087511394712	2	0.6242955419455918	40.0	40
TID2013	dino_vits8	DINO	12	hidden_state_012	0.898359161349134	2	0.6306253738783649	33.0	33
TID2013	dinov2_base	DINOv2	12	hidden_state_012	0.8969917958067457	2	0.6299098181645539	34.0	34
TID2013	dinov2_giant	DINOv2	40	hidden_state_040	0.8687329079307201	2	0.6269609148744244	38.0	38
TID2013	dinov2_large	DINOv2	24	hidden_state_024	0.8710118505013673	2	0.6273911123771543	36.5	36
TID2013	dinov2_small	DINOv2	12	hidden_state_012	0.9293527803099362	2	0.6340126406494804	28.0	28
TID2013	dinov3_vit7b16	DINOv3	23	block_023	0.9430264357338195	2	0.6389736979537579	21.0	21
TID2013	dinov3_vitb16	DINOv3	10	block_010	0.9617137648131266	2	0.6391975502065232	14.0	14
TID2013	dinov3_vith16plus	DINOv3	26	block_026	0.8947128532360984	2	0.6296747614299958	35.0	35
TID2013	dinov3_vitl16	DINOv3	16	block_016	0.9443938012762079	2	0.6359571286141574	20.0	20
TID2013	dinov3_vits16	DINOv3	10	block_010	0.9731084776663628	2	0.6416706665717135	8.5	8
TID2013	dinov3_vits16plus	DINOv3	9	block_009	0.9826800364630812	2	0.6475093647628543	5.0	5
TID2013	fastvit_ma36	FastViT	2	feature_map_002	0.7707383773928898	2	0.6170856003418317	49.0	49
TID2013	fastvit_s12	FastViT	3	feature_map_003	0.7588878760255242	2	0.6156658595641646	50.0	50
TID2013	fastvit_sa12	FastViT	3	feature_map_003	0.678669097538742	2	0.6082997911028818	57.0	57
TID2013	fastvit_sa24	FastViT	2	feature_map_002	0.5195989061075661	2	0.5968264610929117	69.0	69
TID2013	fastvit_sa36	FastViT	2	feature_map_002	0.5989061075660893	2	0.6015929948250487	64.0	64
TID2013	fastvit_t12	FastViT	3	feature_map_003	0.6937101185050137	2	0.6093963466742629	55.0	55
TID2013	fastvit_t8	FastViT	3	feature_map_003	0.7948951686417502	2	0.6194475383373688	43.0	43
TID2013	fastvithd_05b	FastViTHD	45	canonical_embedding	0.9949863263445762	2	0.659020889711817	2.0	2
TID2013	fastvithd_15b	FastViTHD	44	image_embeddings	0.9963536918869644	2	0.6619191473199451	1.0	1
TID2013	fastvithd_7b	FastViTHD	45	canonical_embedding	0.9817684594348222	2	0.646545387646584	6.0	6
TID2013	ijepa_vith14	I-JEPA	7	hidden_state_007	0.7392889699179581	2	0.6140255780278214	51.0	51
TID2013	internvit_300m	InternViT	1	hidden_state_001	0.26298997265268914	2	0.5763918007881118	75.0	75
TID2013	internvit_300m_v25	InternViT	19	hidden_state_019	0.31358249772105745	2	0.5799813060817547	74.0	74
TID2013	internvit_6b_v25	InternViT	44	hidden_state_044	0.5993618960802187	2	0.6015837606228933	63.0	63
TID2013	resnet101	ResNet	4	hidden_state_004	0.690975387420237	2	0.6091811707733941	56.0	56
TID2013	resnet152	ResNet	3	hidden_state_003	0.6563354603463992	2	0.6062147604804634	59.0	59
TID2013	resnet18	ResNet	4	hidden_state_004	0.9366453965360073	2	0.6351058016426909	25.0	25
TID2013	resnet34	ResNet	4	hidden_state_004	0.9020054694621695	2	0.6312022622608366	31.0	31
TID2013	resnet50	ResNet	4	hidden_state_004	0.8231540565177757	2	0.6220724493187105	42.0	42
TID2013	resnext101_32x8d	ResNeXt	3	feature_map_003	0.9243391066545124	2	0.633508735697669	29.0	29
TID2013	resnext50_32x4d	ResNeXt	4	feature_map_004	0.8564266180492252	2	0.6258285975407112	39.0	39
TID2013	siglip2_base	SigLIP2	2	image_embeds_l2	0.9471285323609845	2	0.6361939182452641	19.0	19
TID2013	siglip2_base_naflex	SigLIP2	2	image_embeds_l2	0.954876937101185	2	0.6374962730855054	16.0	16
TID2013	siglip2_large	SigLIP2	2	image_embeds_l2	0.9320875113947129	2	0.6345435597968001	27.0	27
TID2013	siglip2_so400m	SigLIP2	2	image_embeds_l2	0.8710118505013673	2	0.6276782509614016	36.5	37
TID2013	siglip2_so400m_naflex	SigLIP2	2	image_embeds_l2	0.966271649954421	2	0.6398366685657315	11.0	11
TID2013	siglip_base	SigLIP	12	hidden_state_012	0.9389243391066545	2	0.6355498860561174	24.0	24
TID2013	siglip_large	SigLIP	24	hidden_state_024	0.9010938924339107	2	0.63018922992926	32.0	32
TID2013	siglip_so400m	SigLIP	29	image_embeds_l2	0.9649042844120328	2	0.6397721715804966	12.0	12
TID2013	swin_base	Swin	3	hidden_state_003	0.4608021877848678	2	0.5926727199354318	72.0	72
TID2013	swin_large	Swin	3	hidden_state_003	0.5405651777575204	2	0.59796525898495	67.0	67
TID2013	swin_small	Swin	3	hidden_state_003	0.4749316317228806	2	0.5932820704553007	71.0	71
TID2013	swin_tiny	Swin	3	hidden_state_003	0.6431175934366454	2	0.6050340051274747	61.0	61
TID2013	swinv2_base	SwinV2	3	hidden_state_003	0.4867821330902461	2	0.5941969567488012	70.0	70
TID2013	swinv2_large	SwinV2	3	hidden_state_003	0.43345487693710116	2	0.5904180553577363	73.0	73
TID2013	swinv2_small	SwinV2	3	hidden_state_003	0.5610756608933455	2	0.5993305440820396	66.0	66
TID2013	swinv2_tiny	SwinV2	3	hidden_state_003	0.6485870556061988	2	0.6052801239139722	60.0	60
TID2013	vgg11	VGG	5	feature_map_005	0.9731084776663628	2	0.6501885889949199	8.5	9
TID2013	vgg11_bn	VGG	4	feature_map_004	0.9544211485870556	2	0.6452523144851161	17.0	17
TID2013	vgg13	VGG	5	feature_map_005	0.9717411121239745	2	0.6514387670322366	10.0	10
TID2013	vgg13_bn	VGG	4	feature_map_004	0.9407474931631723	2	0.6421202582728006	22.0	22
TID2013	vgg16	VGG	5	feature_map_005	0.9936189608021878	2	0.6564890210321417	3.0	3
TID2013	vgg16_bn	VGG	5	feature_map_005	0.939380127620784	2	0.6396731947016094	23.0	23
TID2013	vgg19	VGG	5	feature_map_005	0.9899726526891522	2	0.6549015809713716	4.0	4
TID2013	vgg19_bn	VGG	4	feature_map_004	0.959890610756609	2	0.646619569861843	15.0	15
TID2013	vit_base	ViT	12	hidden_state_012	0.7023701002734731	2	0.6106742154488916	54.0	54
TID2013	vit_huge	ViT	29	hidden_state_029	0.7174111212397447	2	0.6120599748373926	53.0	53
TID2013	vit_large	ViT	21	hidden_state_021	0.6604375569735642	2	0.606150892560414	58.0	58
TID2013	vit_mae_base	MAE	12	hidden_state_012	0.7835004557885141	2	0.6179050111570052	45.0	45
TID2013	vit_mae_huge	MAE	27	hidden_state_027	0.7793983591613491	2	0.6171510112519584	46.0	46
TID2013	vit_mae_large	MAE	23	hidden_state_023	0.7725615314494074	2	0.6166945473104497	48.0	48
TID2013	vit_small	ViT	11	block_011	0.773017319963537	2	0.6167724089635854	47.0	47
TID2013	vit_tiny	ViT	10	block_010	0.9348222424794895	2	0.6347378459858519	26.0	26
kadid10k	clip_vit_b16	CLIP	12	hidden_state_012	0.9653600729261622	2	0.6012625682768178	10.5	10
kadid10k	clip_vit_b32	CLIP	11	hidden_state_011	0.955788514129444	2	0.5979553671163953	14.0	14
kadid10k	clip_vit_l14	CLIP	23	hidden_state_023	0.9781221513217867	2	0.6067790858434272	7.0	7
kadid10k	clip_vit_l14_336	CLIP	23	hidden_state_023	0.9936189608021878	2	0.6185509514234926	4.0	4
kadid10k	convnext_base	ConvNeXt	4	hidden_state_004	0.7443026435733819	2	0.5662638536779634	54.0	54
kadid10k	convnext_large	ConvNeXt	4	hidden_state_004	0.7046490428441203	2	0.5633797081459466	62.0	62
kadid10k	convnext_small	ConvNeXt	4	hidden_state_004	0.7702825888787602	2	0.5691994767737403	52.0	52
kadid10k	convnext_tiny	ConvNeXt	4	hidden_state_004	0.8240656335460346	2	0.575240473623374	45.0	45
kadid10k	dino_vitb16	DINO	12	hidden_state_012	0.5656335460346399	2	0.5580067443087812	72.0	72
kadid10k	dino_vitb8	DINO	12	hidden_state_012	0.6422060164083865	2	0.5609758946812884	67.0	67
kadid10k	dino_vits16	DINO	12	hidden_state_012	0.7365542388331814	2	0.5679133276995851	55.0	55
kadid10k	dino_vits8	DINO	12	hidden_state_012	0.7876025524156791	2	0.5712704619997215	49.0	49
kadid10k	dinov2_base	DINOv2	11	hidden_state_011	0.9398359161349135	2	0.5942298245443625	16.0	16
kadid10k	dinov2_giant	DINOv2	40	hidden_state_040	0.915679124886053	2	0.5905726640181576	29.0	29
kadid10k	dinov2_large	DINOv2	24	hidden_state_024	0.9448495897903373	2	0.5952024943905352	15.0	15
kadid10k	dinov2_small	DINOv2	11	hidden_state_011	0.9243391066545124	2	0.5908551641071966	25.5	25
kadid10k	dinov3_vit7b16	DINOv3	35	block_035	0.833637192342753	2	0.576895497210647	43.0	43
kadid10k	dinov3_vitb16	DINOv3	10	block_010	0.881950774840474	2	0.5839002017140842	39.0	39
kadid10k	dinov3_vith16plus	DINOv3	30	block_030	0.8427529626253418	2	0.5772955354165252	42.0	42
kadid10k	dinov3_vitl16	DINOv3	21	block_021	0.8596171376481312	2	0.5799609555354814	41.0	41
kadid10k	dinov3_vits16	DINOv3	10	block_010	0.8833181403828624	2	0.5838456320644448	38.0	38
kadid10k	dinov3_vits16plus	DINOv3	9	block_009	0.9170464904284412	2	0.58909686808935	28.0	28
kadid10k	fastvit_ma36	FastViT	2	feature_map_002	0.7051048313582498	2	0.5633447724321925	61.0	61
kadid10k	fastvit_s12	FastViT	3	feature_map_003	0.8874202370100273	2	0.5844286731875684	37.0	37
kadid10k	fastvit_sa12	FastViT	3	feature_map_003	0.8299908842297175	2	0.5761284138408886	44.0	44
kadid10k	fastvit_sa24	FastViT	3	feature_map_003	0.7825888787602553	2	0.5704991759833966	50.0	50
kadid10k	fastvit_sa36	FastViT	3	feature_map_003	0.6886964448495898	2	0.5625500286544083	64.0	64
kadid10k	fastvit_t12	FastViT	3	feature_map_003	0.9029170464904285	2	0.5869067776579795	33.5	33
kadid10k	fastvit_t8	FastViT	3	feature_map_003	0.9279854147675479	2	0.5918334385613868	22.0	22
kadid10k	fastvithd_05b	FastViTHD	43	block_043	0.9981768459434823	2	0.626156861030976	2.0	2
kadid10k	fastvithd_15b	FastViTHD	43	block_043	0.9963536918869644	2	0.623884954978582	3.0	3
kadid10k	fastvithd_7b	FastViTHD	43	block_043	0.9817684594348223	2	0.6082577666397933	6.0	6
kadid10k	ijepa_vith14	I-JEPA	2	hidden_state_002	0.7247037374658158	2	0.5643622435268558	59.0	59
kadid10k	internvit_300m	InternViT	10	hidden_state_010	0.46946216955332726	2	0.5533705905398361	75.0	75
kadid10k	internvit_300m_v25	InternViT	20	hidden_state_020	0.6873290793072016	2	0.5622282250779499	65.0	65
kadid10k	internvit_6b_v25	InternViT	45	hidden_state_045	0.7260711030082042	2	0.5645199204799696	58.0	58
kadid10k	resnet101	ResNet	4	hidden_state_004	0.8208751139471285	2	0.575220629231382	46.0	46
kadid10k	resnet152	ResNet	4	hidden_state_004	0.7989972652689152	2	0.5729432836980699	48.0	48
kadid10k	resnet18	ResNet	4	hidden_state_004	0.8814949863263446	2	0.5835197747795875	40.0	40
kadid10k	resnet34	ResNet	4	hidden_state_004	0.9266180492251596	2	0.591070619356134	23.0	23
kadid10k	resnet50	ResNet	4	hidden_state_004	0.9079307201458524	2	0.5878695107381181	31.0	31
kadid10k	resnext101_32x8d	ResNeXt	4	feature_map_004	0.890154968094804	2	0.5845808038128171	36.0	36
kadid10k	resnext50_32x4d	ResNeXt	4	feature_map_004	0.9029170464904285	2	0.5869019565942374	33.5	34
kadid10k	siglip2_base	SigLIP2	1	pooler_output	0.9325432999088423	2	0.5923053782867578	18.0	18
kadid10k	siglip2_base_naflex	SigLIP2	1	pooler_output	0.9767547857793983	2	0.6058941211514862	8.0	8
kadid10k	siglip2_large	SigLIP2	1	pooler_output	0.92616226071103	2	0.5912113335470272	24.0	24
kadid10k	siglip2_so400m	SigLIP2	0	hidden_state_000	0.9243391066545124	2	0.5908748595610209	25.5	26
kadid10k	siglip2_so400m_naflex	SigLIP2	0	hidden_state_000	0.9990884229717412	2	0.6317092208914918	1.0	1
kadid10k	siglip_base	SigLIP	12	hidden_state_012	0.959890610756609	2	0.5998298251919199	13.0	13
kadid10k	siglip_large	SigLIP	24	hidden_state_024	0.9320875113947129	2	0.5928255254117654	19.0	19
kadid10k	siglip_so400m	SigLIP	27	hidden_state_027	0.9822242479489516	2	0.6090719921775085	5.0	5
kadid10k	swin_base	Swin	5	canonical_embedding	0.6394712853236099	2	0.5599932265511423	68.0	68
kadid10k	swin_large	Swin	5	canonical_embedding	0.5920692798541477	2	0.5576118412319127	71.0	71
kadid10k	swin_small	Swin	4	hidden_state_004	0.5464904284412033	2	0.5564319174494013	73.0	73
kadid10k	swin_tiny	Swin	4	hidden_state_004	0.8026435733819508	2	0.5724271158123768	47.0	47
kadid10k	swinv2_base	SwinV2	4	hidden_state_004	0.6289881494986326	2	0.5597036421857647	69.0	69
kadid10k	swinv2_large	SwinV2	4	hidden_state_004	0.49088422971741114	2	0.5559393595011222	74.0	74
kadid10k	swinv2_small	SwinV2	4	hidden_state_004	0.6130355515041022	2	0.559236646560014	70.0	70
kadid10k	swinv2_tiny	SwinV2	4	hidden_state_004	0.6859617137648131	2	0.5640651636862845	66.0	66
kadid10k	vgg11	VGG	4	feature_map_004	0.931175934366454	2	0.5986561762391818	20.0	20
